RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,ObjectId
B8-052250,2018/06/12 00:00:00+00,1332,"O,10 to 11",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4176
B8-052254,2018/06/12 00:00:00+00,1549,"N 27,CLEVELAND to CORNHUSKER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4177
B8-052262,2018/06/12 00:00:00+00,1530,"NEBR HWY,S 48 to S 56",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4178
B8-052267,2018/06/12 00:00:00+00,1620,S 48 at ANTELOPE CREEK,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,4179
B8-052274,2018/06/12 00:00:00+00,1635,"NEBR HWY,S 33 to S 40",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4180
B8-052285,2018/06/12 00:00:00+00,9999,"S 25,CINDY to OLD CHENEY",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4181
B8-052298,2018/06/12 00:00:00+00,1730,"ROSE,S 7 to S 8",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4182
B8-052302,2018/06/12 00:00:00+00,1802,N 35 at VINE,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,NO,NO,4183
B8-052327,2018/06/12 00:00:00+00,1837,"N 10,S to T",NON-INJ,RAN OFF ROAD,2,0,NO,NO,NO,NO,NO,YES,NO,4184
B8-052377,2018/06/12 00:00:00+00,2148,"S 8,L to M",INJURY,SIDE SWIPE,1,1,NO,YES,NO,NO,NO,NO,YES,4185
B8-052457,2018/06/13 00:00:00+00,747,OLD CHENEY at WARLICK,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,4186
B8-052465,2018/06/13 00:00:00+00,750,"N 20,OLD GLORY to PREAMBLE LN",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,4187
B8-052486,2018/06/13 00:00:00+00,950,48 at O,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,4188
B8-052505,2018/06/13 00:00:00+00,9999,"Q,N 32 to N 33",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4189
B8-052512,2018/06/13 00:00:00+00,1129,"N 23,CORNHUSKER to JUDSON",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4190
B8-052524,2018/06/13 00:00:00+00,1216,"OLD CHENEY,S 56 to S 58",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,4191
B8-052531,2018/06/13 00:00:00+00,1248,"N 48,MADISON to ST PAUL",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4192
B8-052550,2018/06/13 00:00:00+00,1340,"S 70,PIONEERS to STACY",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4193
B8-052555,2018/06/13 00:00:00+00,1346,"S 56,NEWTON to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4194
B8-052563,2018/06/13 00:00:00+00,1421,2301 O at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,YES,4195
B8-055665,2018/06/22 00:00:00+00,1000,6100 VINE ST at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4196
B8-055675,2018/06/22 00:00:00+00,1538,"S 56,FRANKLIN to OLDHAM",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,4197
B8-055679,2018/06/22 00:00:00+00,1545,"N 84,MARKET DR to FREMONT",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,YES,NO,4198
B8-050820,2018/06/08 00:00:00+00,1430,"MEMORIAL,SOUTH to SUMNER",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,YES,4199
B8-055739,2018/06/22 00:00:00+00,1827,"BALDWIN,N 64 to N 65",NON-INJ H&R,REAR END,2,0,NO,NO,YES,NO,NO,NO,NO,4200
B8-057137,2018/06/27 00:00:00+00,930,"I 180,CORNHUSKER to R",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4201
B8-050823,2018/06/08 00:00:00+00,1437,"S 17,ARAPAHOE to NEMAHA",INJURY,PARKED,2,1,NO,NO,NO,NO,NO,NO,NO,4202
B8-055749,2018/06/22 00:00:00+00,9999,"VINE,N 27 to N 28",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4203
B8-057142,2018/06/26 00:00:00+00,1353,"N COTNER,N 62 to VINE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4204
B8-054589,2018/06/18 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4205
B8-057164,2018/06/26 00:00:00+00,1514,N 23 at LYNNRIDGE CR,INJURY,RAN OFF ROAD,1,2,NO,NO,NO,NO,NO,YES,NO,4206
B8-054599,2018/06/19 00:00:00+00,1152,"N 27,CENTER to LEIGHTON",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,4207
B8-057173,2018/06/26 00:00:00+00,9999,1301 W HIGHLAND at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4208
B8-055769,2018/06/22 00:00:00+00,1920,"N 27,FAIRFIELD to KNOX",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4209
B8-054617,2018/06/19 00:00:00+00,1300,"S 48,S COTNER to SUMNER",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4210
B8-050847,2018/06/08 00:00:00+00,1545,S 13 at D,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4211
B8-057183,2018/06/26 00:00:00+00,1622,N 46 at R,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4212
B8-055812,2018/06/22 00:00:00+00,2143,S 25 at N,INJURY,RIGHT ANGLE,2,1,NO,NO,YES,NO,NO,NO,NO,4213
B8-054644,2018/06/19 00:00:00+00,1449,S 27 at SOUTH,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4214
B8-056377,2018/06/24 00:00:00+00,1102,"CORNHUSKER,N 44 to N 48",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4215
B8-056389,2018/06/24 00:00:00+00,1134,"DEERWOOD DR,DEERWOOD CR to DOGWOOD DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4216
B8-054656,2018/06/19 00:00:00+00,1530,"VINE,N 60 to N COTNER",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4217
B8-055822,2018/06/22 00:00:00+00,2210,", to",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,4218
B8-050848,2018/06/08 00:00:00+00,1545,"N 84,LEXINGTON to LEIGHTON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4219
B8-056399,2018/06/25 00:00:00+00,1200,"S 17,L to M",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,4220
B8-057186,2018/06/26 00:00:00+00,1626,"N 84,HOLDREGE to LEXINGTON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4221
B8-054662,2018/06/19 00:00:00+00,1548,"CORNHUSKER,N 31 to N 33",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4222
B8-055842,2018/06/22 00:00:00+00,2246,"N 33,HOLDREGE to STARR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4223
B8-050868,2018/06/08 00:00:00+00,1639,", to",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4224
B8-056406,2018/06/24 00:00:00+00,1308,S 33 at A,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,4225
B8-057192,2018/06/26 00:00:00+00,1643,N 86 at LEXINGTON,NON-INJ,RIGHT ANGLE,3,0,NO,NO,NO,NO,NO,YES,NO,4226
B8-054673,2018/06/19 00:00:00+00,1620,"CORNHUSKER,N 31 to STATE FAIR PARK",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4227
B8-055852,2018/06/22 00:00:00+00,9999,850 Q at PARKING GARAGE,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4228
B8-050874,2018/06/08 00:00:00+00,9999,1019 G at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4229
B8-056408,2018/06/24 00:00:00+00,1331,S 10 at K,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,4230
B8-057196,2018/06/26 00:00:00+00,1655,"CAPITOL PKWY,A to D",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,4231
B8-054680,2018/06/19 00:00:00+00,1647,"W UPLAND,NW 12 to NW 15",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,4232
B8-055910,2018/06/23 00:00:00+00,208,"O,40 to 42",INJURY,OTHER,1,1,NO,NO,YES,NO,NO,NO,NO,4233
B8-050877,2018/06/08 00:00:00+00,9999,"WASHINGTON,S 16 to S 17",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4234
B8-056425,2018/06/24 00:00:00+00,1426,"S 70,L to O",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,4235
B8-057202,2018/06/26 00:00:00+00,1728,N 84 at ADAMS,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,4236
B8-054698,2018/06/19 00:00:00+00,1758,"A,FALL CREEK to S 56",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4237
B8-055920,2018/06/23 00:00:00+00,228,"S 11,GARFIELD to WASHINGTON",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4238
B8-050878,2018/06/08 00:00:00+00,1725,"W CORNHUSKER,NW 12 to W DAWES",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,4239
B8-056429,2018/06/24 00:00:00+00,1449,S 10 at E,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4240
B8-057215,2018/06/26 00:00:00+00,1743,"N ANTELOPE VALL,SALT CREEK RDWY to N 17",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4241
B8-057222,2018/06/26 00:00:00+00,1758,"N 70,LYNN to W",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4242
B8-057223,2018/06/26 00:00:00+00,1755,"S 27,LAUREL to SHERMAN",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4243
B8-057257,2018/06/26 00:00:00+00,999,6100 O at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4244
B8-057273,2018/06/26 00:00:00+00,2015,"LOGAN,N 69 to N 70",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4245
B8-057312,2018/06/26 00:00:00+00,2235,N 11 at CORNHUSKER,INJURY,TURNING,2,3,NO,NO,NO,NO,NO,NO,NO,4246
B8-057328,2018/06/26 00:00:00+00,2240,SALT CREEK RDWY at N ANTELOPE VALL,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,4247
B8-057380,2018/06/27 00:00:00+00,558,"SUPERIOR,N 40 to N 44",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4248
B8-057381,2018/06/27 00:00:00+00,605,"S 18,A to B",NON-INJ,PARKED,3,0,NO,NO,NO,NO,NO,YES,NO,4249
B8-057389,2018/06/27 00:00:00+00,9999,"SEWARD,N 57 to N 58",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4250
B8-057398,2018/06/27 00:00:00+00,800,"N 27,O to P",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4251
B8-057404,2018/06/27 00:00:00+00,828,N 53 at CLEVELAND,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,4252
B8-057411,2018/06/27 00:00:00+00,901,S 9 at VAN DORN,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4253
B8-057427,2018/06/27 00:00:00+00,1025,"S 4,A to B",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4254
B8-057452,2018/06/27 00:00:00+00,9999,"E,S 8 to S 9",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4255
B8-057467,2018/06/27 00:00:00+00,1225,"S 56,CUMBERLAND to SHADOW PINES DR",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,4256
B8-057489,2018/06/27 00:00:00+00,1310,"N 70,FAIRFAX to HOLDREGE",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,4257
B8-057514,2018/06/27 00:00:00+00,1400,"L,S 17 to S 18",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4258
B8-057525,2018/06/16 00:00:00+00,9999,4100 N 84 at LANCASTER EVENT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4259
B8-057538,2018/06/27 00:00:00+00,1500,"A,MEMORIAL to S 28",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4260
B8-057551,2018/06/27 00:00:00+00,1558,SUMNER at S COTNER,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,4261
B8-057580,2018/06/27 00:00:00+00,1714,"N 48,CLEVELAND to MADISON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4262
B8-057602,2018/06/27 00:00:00+00,1805,1550 S CODDINGTO at RUSSS PARKING LO,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4263
B8-057608,2018/06/27 00:00:00+00,1845,"S 7,B to C",INJURY H&R,OTHER,2,1,YES,NO,NO,NO,NO,NO,NO,4264
B8-057613,2018/06/27 00:00:00+00,1854,S 27 at OLD CHENEY,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4265
B8-057697,2018/06/27 00:00:00+00,2225,27 at O,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4266
B8-057709,2018/06/27 00:00:00+00,2339,N 27 at OLD DAIRY RD,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4267
B8-057763,2018/06/28 00:00:00+00,9999,2500 JAMIE LN at WALMART PARKING,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4268
B8-057764,2018/06/28 00:00:00+00,750,"NW 12,W ADAMS to W CORNHUSKER",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,YES,NO,4269
B8-057766,2018/06/28 00:00:00+00,759,N 27 at FAIRFIELD,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4270
B8-057808,2018/06/28 00:00:00+00,1218,"N 27,FAIRFIELD to OLD DAIRY RD",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,NO,NO,4271
B8-057825,2018/06/28 00:00:00+00,1318,"N 27,FAIRFIELD to OLD DAIRY RD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4272
B8-057832,2018/06/28 00:00:00+00,1355,"S 48,ANTELOPE CREEK to VAN DORN",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4273
B8-057834,2018/06/28 00:00:00+00,1408,S 56 at NORMAL,INJURY,RIGHT ANGLE,4,3,NO,NO,NO,NO,NO,YES,NO,4274
B8-057843,2018/06/28 00:00:00+00,1435,"SUPERIOR,N 48 to HAVELOCK",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,4275
B8-050888,2018/06/08 00:00:00+00,1754,"PRAIRIE,N 15 to LARKSPUR",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4276
B8-055924,2018/06/23 00:00:00+00,225,"S 8,F to G",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4277
B8-050901,2018/06/08 00:00:00+00,1840,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4278
B8-054706,2018/06/19 00:00:00+00,1800,S 27 at WOODS BLVD,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4279
B8-055950,2018/06/23 00:00:00+00,620,"N 10,IRVING to VALE",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4280
B8-050908,2018/06/08 00:00:00+00,1927,"O,84 to RUSSWOOD PKWY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4281
B8-054742,2018/06/19 00:00:00+00,2015,S 27 at SUMNER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4282
B8-054747,2018/06/19 00:00:00+00,2030,OLD CHENEY at NEBR HWY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4283
B8-054757,2018/06/19 00:00:00+00,1830,UNKNOWN at -,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4284
B8-054790,2018/06/19 00:00:00+00,2303,"P,N 8 to N 9",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4285
B8-054844,2018/06/20 00:00:00+00,755,46 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4286
B8-054849,2018/06/20 00:00:00+00,823,S 40 at NEBR HWY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,4287
B8-054850,2018/06/20 00:00:00+00,800,4808 W O at COBBLERS INN,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,YES,NO,4288
B8-054861,2018/06/20 00:00:00+00,924,4800 W O at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4289
B8-054882,2018/06/20 00:00:00+00,1037,"OLD CHENEY,S 40 to VILLAGE BLVD",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4290
B8-054883,2018/06/20 00:00:00+00,1050,"S 18,LAKE to SEWELL",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4291
B8-054886,2018/06/19 00:00:00+00,9999,1111 Q ST at PARKING GARAGE,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4292
B8-054934,2018/06/20 00:00:00+00,1336,"HUNTINGTON,N 33 to N 35",INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,4293
B8-054941,2018/06/20 00:00:00+00,1405,ALEXANDER ROAD at N 4,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4294
B8-054953,2018/06/20 00:00:00+00,1440,"NEBR HWY,S 14 to BROWER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4295
B8-054971,2018/06/20 00:00:00+00,9999,3900 YANKEE HILL at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4296
B8-054973,2018/06/20 00:00:00+00,1525,"N 27,S to T",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4297
B8-054977,2018/06/20 00:00:00+00,1549,"S 56,J to S COTNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4298
B8-054979,2018/06/20 00:00:00+00,1549,"S 14,DAHLBERG DR to YANKEE HILL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4299
B8-054995,2018/06/20 00:00:00+00,1638,O at RUSSWOOD PKWY,NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,4300
B8-054998,2018/06/20 00:00:00+00,1644,S 49 at OLD CHENEY,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,4301
B8-055010,2018/06/20 00:00:00+00,1657,"N 48,LEIGHTON to WALKER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4302
B8-055036,2018/06/20 00:00:00+00,1700,"S 27,KUCERA to STOCKWELL",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,4303
B8-055041,2018/06/20 00:00:00+00,1819,"SOUTH,S 17 to S 18",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4304
B8-055073,2018/06/20 00:00:00+00,2013,"N 53,COLBY to LEXINGTON",INJURY,RAN OFF ROAD,1,3,NO,NO,NO,NO,NO,NO,NO,4305
B8-055190,2018/06/21 00:00:00+00,9999,"SOUTH,S 10 to S 9",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4306
B8-055203,2018/06/21 00:00:00+00,710,"OLD CHENEY,WARLICK to S 14",NON-INJ,RAN OFF ROAD,2,0,NO,NO,NO,NO,NO,YES,NO,4307
B8-055204,2018/06/21 00:00:00+00,720,"N 56,HOLDREGE to ORCHARD",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4308
B8-055215,2018/06/20 00:00:00+00,9999,"DUDLEY,N 20 to N 21",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4309
B8-055263,2018/06/21 00:00:00+00,1110,"S 16,CALVERT to STOCKWELL",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,YES,NO,4310
B8-055265,2018/06/21 00:00:00+00,1119,N 56 at VINE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4311
B8-055269,2018/06/21 00:00:00+00,1146,"N 27,CENTER to THERESA/OVERPASS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4312
B8-055271,2018/06/21 00:00:00+00,930,"SUPERIOR,N 24 to N 27",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4313
B8-055295,2018/06/21 00:00:00+00,1305,"O,23 to 24",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,4314
B8-055297,2018/06/21 00:00:00+00,1305,N 33 at CORNHUSKER,INJURY,TURNING,3,3,NO,NO,NO,NO,NO,YES,NO,4315
B8-055333,2018/06/21 00:00:00+00,1545,N 70 at LEIGHTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4316
B8-056467,2018/06/24 00:00:00+00,1635,"N ANTELOPE VALL,DAWES to SAUNDERS",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4317
B8-056479,2018/06/24 00:00:00+00,1727,S FOLSOM at W A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4318
B8-055953,2018/06/23 00:00:00+00,414,"NW 48,W CUMING to CITY LIMITS",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,4319
B8-056496,2018/06/24 00:00:00+00,1825,"N 24,Q to R",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4320
B8-055969,2018/06/23 00:00:00+00,910,6400 N 84 at PARKING LOT,INJURY,,1,1,YES,NO,NO,NO,NO,NO,NO,4321
B8-050935,2018/06/08 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4322
B8-056526,2018/06/24 00:00:00+00,2007,"O,13 to 14",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,4323
B8-055979,2018/06/23 00:00:00+00,1000,"S 19,A to WASHINGTON",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4324
B8-055992,2018/06/23 00:00:00+00,1110,NW 12 at W BOND,INJURY,RIGHT ANGLE,2,1,NO,NO,YES,NO,NO,NO,NO,4325
B8-056007,2018/06/22 00:00:00+00,1400,S 27 at WHISPERING WIND,INJURY,RIGHT ANGLE,2,1,NO,YES,NO,NO,NO,NO,NO,4326
B8-056030,2018/06/23 00:00:00+00,1307,VINE at N ANTELOPE VALL,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4327
B8-056066,2018/06/23 00:00:00+00,1522,S 84 at A,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4328
B8-056074,2018/06/23 00:00:00+00,1542,"O,98 to CITY LIMITS",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,4329
B8-056080,2018/06/22 00:00:00+00,9999,"W GARFIELD CR,W GARFIELD to DEAD END",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4330
B8-056085,2018/06/23 00:00:00+00,1651,"N 33,HOLDREGE to STARR",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,YES,NO,4331
B8-056106,2018/06/23 00:00:00+00,1824,N 84 at LEIGHTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4332
B8-056144,2018/06/23 00:00:00+00,2032,"P,CENTENNIAL MALL to N 14",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,4333
B8-056170,2018/06/23 00:00:00+00,2120,WESTGATE at SUN VALLEY,INJURY,OTHER,2,1,NO,NO,NO,NO,NO,YES,NO,4334
B8-056529,2018/06/24 00:00:00+00,2013,"P,CENTENNIAL MALL to N 14",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4335
B8-056600,2018/06/25 00:00:00+00,9999,"LEIGHTON,N 41 to N 44",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,YES,NO,NO,NO,NO,4336
B8-056603,2018/06/25 00:00:00+00,40,2030 S 27 at ROCK'S STOP & SH,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4337
B8-056655,2018/06/25 00:00:00+00,738,"HOMESTEAD EXP,ROSA PARKS WAY to W O",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,4338
B8-056695,2018/06/25 00:00:00+00,1021,"O,48 to 50",INJURY,REAR END,3,3,NO,NO,NO,NO,NO,YES,NO,4339
B8-056699,2018/06/25 00:00:00+00,1020,S 27 at J,INJURY,RIGHT ANGLE,3,1,NO,NO,NO,NO,NO,NO,NO,4340
B8-056719,2018/06/25 00:00:00+00,1120,N 22 at Y,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4341
B8-056728,2018/06/25 00:00:00+00,1143,"S 40,NORMAL to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4342
B8-056736,2018/06/25 00:00:00+00,1204,S 40 at CALVERT,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4343
B8-056737,2018/06/25 00:00:00+00,1208,"S 84,PINEDALE to SOUTH",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,4344
B8-056757,2018/06/25 00:00:00+00,1325,"S 70,NORMAL to VAN DORN",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4345
B8-056758,2018/06/25 00:00:00+00,1325,"CORNHUSKER,N 27 to STATE FAIR PARK",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4346
